Airline,Departure,Destination,Departure_date,Arrival_date,Ticket_Price(Dollars),Stops,Travel_Time
Emirates,KTM,JFK,2024-01-01,2024-01-03,1599,2,41
Emirates,KTM,JFK,2024-01-01,2024-01-02,1053,2,27
Korean Air,KTM,JFK,2024-01-01,2024-01-01,1938,2,34
China Southern,KTM,JFK,2024-01-01,2024-01-03,1690,1,26
Air India,KTM,JFK,2024-01-01,2024-01-03,2700,3,50
Korean Air,KTM,JFK,2024-01-01,2024-01-02,2622,1,46
Cathay Pacific,KTM,JFK,2024-01-01,2024-01-02,1160,3,20
Air India,KTM,JFK,2024-01-01,2024-01-01,1458,3,27
Turkish Airlines,KTM,JFK,2024-01-01,2024-01-03,2736,2,48
Turkish Airlines,KTM,JFK,2024-01-01,2024-01-01,1197,2,21
Turkish Airlines,KTM,JFK,2024-01-01,2024-01-01,1824,1,32
Etihad,KTM,JFK,2024-01-01,2024-01-01,1530,1,34
China Southern,KTM,JFK,2024-01-01,2024-01-01,1950,1,30
Cathay Pacific,KTM,JFK,2024-01-01,2024-01-02,2784,2,48
Emirates,KTM,JFK,2024-01-01,2024-01-03,1248,3,32
Turkish Airlines,KTM,JFK,2024-01-01,2024-01-04,2109,1,37
Qatar Airways,KTM,JFK,2024-01-01,2024-01-04,1978,2,43
Qatar Airways,KTM,JFK,2024-01-01,2024-01-02,1702,1,37
Korean Air,KTM,JFK,2024-01-01,2024-01-02,2394,1,42
Air India,KTM,JFK,2024-01-01,2024-01-02,2268,3,42
Etihad,KTM,JFK,2024-01-01,2024-01-03,990,1,22
Emirates,KTM,JFK,2024-01-01,2024-01-01,1599,2,41
Qatar Airways,KTM,JFK,2024-01-01,2024-01-02,1150,3,25
Turkish Airlines,KTM,JFK,2024-01-01,2024-01-01,2451,2,43
Etihad,KTM,JFK,2024-01-01,2024-01-04,1260,2,28
Cathay Pacific,KTM,JFK,2024-01-01,2024-01-02,1740,3,30
Emirates,KTM,JFK,2024-01-01,2024-01-03,1911,3,49
Etihad,KTM,JFK,2024-01-01,2024-01-03,2250,2,50
Air India,KTM,JFK,2024-01-01,2024-01-01,2322,1,43
China Southern,KTM,JFK,2024-01-02,2024-01-03,2368,3,32
Qatar Airways,KTM,JFK,2024-01-02,2024-01-05,1150,1,25
Cathay Pacific,KTM,JFK,2024-01-02,2024-01-04,1682,2,29
China Southern,KTM,JFK,2024-01-02,2024-01-02,2738,3,37
China Southern,KTM,JFK,2024-01-02,2024-01-05,1820,2,28
Emirates,KTM,JFK,2024-01-02,2024-01-05,1760,1,44
China Southern,KTM,JFK,2024-01-02,2024-01-05,3478,1,47
China Southern,KTM,JFK,2024-01-02,2024-01-02,2738,2,37
Etihad,KTM,JFK,2024-01-02,2024-01-04,1890,1,42
China Southern,KTM,JFK,2024-01-02,2024-01-05,2730,2,42
Etihad,KTM,JFK,2024-01-02,2024-01-03,2025,3,45
Korean Air,KTM,JFK,2024-01-02,2024-01-02,1254,2,22
China Southern,KTM,JFK,2024-01-02,2024-01-02,2600,1,40
Air India,KTM,JFK,2024-01-02,2024-01-04,2052,2,38
Korean Air,KTM,JFK,2024-01-02,2024-01-02,1767,2,31
Emirates,KTM,JFK,2024-01-02,2024-01-03,1560,2,39
Turkish Airlines,KTM,JFK,2024-01-02,2024-01-03,1197,3,21
Qatar Airways,KTM,JFK,2024-01-02,2024-01-03,1978,3,43
Korean Air,KTM,JFK,2024-01-02,2024-01-02,1482,3,26
China Southern,KTM,JFK,2024-01-02,2024-01-04,1755,3,27
China Southern,KTM,JFK,2024-01-02,2024-01-02,3108,3,42
Korean Air,KTM,JFK,2024-01-02,2024-01-05,1311,1,23
Cathay Pacific,KTM,JFK,2024-01-02,2024-01-03,1798,3,31
Qatar Airways,KTM,JFK,2024-01-02,2024-01-02,966,1,21
Emirates,KTM,JFK,2024-01-02,2024-01-04,2000,3,50
Emirates,KTM,JFK,2024-01-02,2024-01-05,1160,1,29
Korean Air,KTM,JFK,2024-01-02,2024-01-03,1425,3,25
China Southern,KTM,JFK,2024-01-02,2024-01-03,2535,2,39
Air India,KTM,JFK,2024-01-02,2024-01-05,1080,3,20
Korean Air,KTM,JFK,2024-01-02,2024-01-05,1881,2,33
Cathay Pacific,KTM,JFK,2024-01-02,2024-01-04,1682,3,29
Air India,KTM,JFK,2024-01-02,2024-01-05,1782,3,33
Turkish Airlines,KTM,JFK,2024-01-02,2024-01-03,1311,1,23
Turkish Airlines,KTM,JFK,2024-01-02,2024-01-04,2166,1,38
Turkish Airlines,KTM,JFK,2024-01-02,2024-01-05,2622,3,46
Etihad,KTM,JFK,2024-01-02,2024-01-02,1035,3,23
China Southern,KTM,JFK,2024-01-02,2024-01-05,2210,2,34
Cathay Pacific,KTM,JFK,2024-01-02,2024-01-03,1972,1,34
Emirates,KTM,JFK,2024-01-02,2024-01-04,1440,2,36
Turkish Airlines,KTM,JFK,2024-01-02,2024-01-03,1368,3,24
Qatar Airways,KTM,JFK,2024-01-02,2024-01-05,1104,3,24
Qatar Airways,KTM,JFK,2024-01-02,2024-01-04,1840,1,40
Korean Air,KTM,JFK,2024-01-02,2024-01-02,1197,1,21
Air India,KTM,JFK,2024-01-02,2024-01-03,1242,3,23
Etihad,KTM,JFK,2024-01-02,2024-01-05,1260,2,28
Emirates,KTM,JFK,2024-01-02,2024-01-03,1440,2,36
Qatar Airways,KTM,JFK,2024-01-02,2024-01-04,2208,2,48
Turkish Airlines,KTM,JFK,2024-01-02,2024-01-04,1881,1,33
Etihad,KTM,JFK,2024-01-02,2024-01-04,1305,3,29
Cathay Pacific,KTM,JFK,2024-01-02,2024-01-03,1566,2,27
Emirates,KTM,JFK,2024-01-02,2024-01-05,1040,1,26
Etihad,KTM,JFK,2024-01-02,2024-01-02,1260,3,28
Air India,KTM,JFK,2024-01-02,2024-01-03,1782,1,33
China Southern,KTM,JFK,2024-01-03,2024-01-03,3700,1,50
Qatar Airways,KTM,JFK,2024-01-03,2024-01-05,1932,3,42
Cathay Pacific,KTM,JFK,2024-01-03,2024-01-04,1276,3,22
China Southern,KTM,JFK,2024-01-03,2024-01-05,3552,2,48
China Southern,KTM,JFK,2024-01-03,2024-01-05,1625,1,25
Emirates,KTM,JFK,2024-01-03,2024-01-04,1600,2,40
China Southern,KTM,JFK,2024-01-03,2024-01-06,1702,1,23
China Southern,KTM,JFK,2024-01-03,2024-01-03,3182,3,43
Etihad,KTM,JFK,2024-01-03,2024-01-05,1350,2,30
China Southern,KTM,JFK,2024-01-03,2024-01-05,2145,3,33
Etihad,KTM,JFK,2024-01-03,2024-01-05,2250,3,50
Korean Air,KTM,JFK,2024-01-03,2024-01-06,2052,2,36
China Southern,KTM,JFK,2024-01-03,2024-01-04,2600,2,40
Air India,KTM,JFK,2024-01-03,2024-01-05,1458,2,27
Korean Air,KTM,JFK,2024-01-03,2024-01-04,1368,3,24
Emirates,KTM,JFK,2024-01-03,2024-01-04,920,3,23
Turkish Airlines,KTM,JFK,2024-01-03,2024-01-03,2451,1,43
Qatar Airways,KTM,JFK,2024-01-03,2024-01-04,2162,1,47
Korean Air,KTM,JFK,2024-01-03,2024-01-04,1482,1,26
China Southern,KTM,JFK,2024-01-03,2024-01-06,3055,3,47
China Southern,KTM,JFK,2024-01-03,2024-01-03,2072,3,28
Korean Air,KTM,JFK,2024-01-03,2024-01-03,1482,2,26
Cathay Pacific,KTM,JFK,2024-01-03,2024-01-05,2320,1,40
Qatar Airways,KTM,JFK,2024-01-03,2024-01-03,1196,2,26
Emirates,KTM,JFK,2024-01-03,2024-01-05,1400,3,35
Emirates,KTM,JFK,2024-01-03,2024-01-05,1520,2,38
Korean Air,KTM,JFK,2024-01-03,2024-01-06,1710,1,30
China Southern,KTM,JFK,2024-01-03,2024-01-03,2080,1,32
Air India,KTM,JFK,2024-01-03,2024-01-06,1890,1,35
Korean Air,KTM,JFK,2024-01-03,2024-01-03,1368,1,24
Cathay Pacific,KTM,JFK,2024-01-03,2024-01-05,2668,2,46
Air India,KTM,JFK,2024-01-03,2024-01-06,2268,3,42
Turkish Airlines,KTM,JFK,2024-01-03,2024-01-03,1596,3,28
Turkish Airlines,KTM,JFK,2024-01-03,2024-01-06,2394,1,42
Turkish Airlines,KTM,JFK,2024-01-03,2024-01-03,1881,2,33
Etihad,KTM,JFK,2024-01-03,2024-01-05,1935,3,43
China Southern,KTM,JFK,2024-01-03,2024-01-03,2600,2,40
Cathay Pacific,KTM,JFK,2024-01-03,2024-01-03,1276,3,22
Emirates,KTM,JFK,2024-01-03,2024-01-04,1160,2,29
Turkish Airlines,KTM,JFK,2024-01-03,2024-01-05,1767,2,31
Qatar Airways,KTM,JFK,2024-01-03,2024-01-06,1012,3,22
Qatar Airways,KTM,JFK,2024-01-03,2024-01-04,966,3,21
Korean Air,KTM,JFK,2024-01-03,2024-01-04,1311,3,23
Air India,KTM,JFK,2024-01-03,2024-01-03,2538,1,47
Etihad,KTM,JFK,2024-01-03,2024-01-05,1620,1,36
Emirates,KTM,JFK,2024-01-03,2024-01-06,800,3,20
Qatar Airways,KTM,JFK,2024-01-03,2024-01-05,1518,3,33
Turkish Airlines,KTM,JFK,2024-01-03,2024-01-05,1596,1,28
Etihad,KTM,JFK,2024-01-03,2024-01-05,1035,2,23
Cathay Pacific,KTM,JFK,2024-01-03,2024-01-05,2552,1,44
Emirates,KTM,JFK,2024-01-03,2024-01-05,1840,3,46
Etihad,KTM,JFK,2024-01-03,2024-01-05,1575,1,35
Air India,KTM,JFK,2024-01-03,2024-01-04,2376,1,44
China Southern,KTM,JFK,2024-01-04,2024-01-07,2800,1,40
Qatar Airways,KTM,JFK,2024-01-04,2024-01-04,2024,1,44
Cathay Pacific,KTM,JFK,2024-01-04,2024-01-05,1890,1,35
China Southern,KTM,JFK,2024-01-04,2024-01-04,2450,3,35
China Southern,KTM,JFK,2024-01-04,2024-01-04,3120,3,48
Emirates,KTM,JFK,2024-01-04,2024-01-04,1880,1,47
China Southern,KTM,JFK,2024-01-04,2024-01-06,3430,1,49
China Southern,KTM,JFK,2024-01-04,2024-01-07,2730,1,39
Etihad,KTM,JFK,2024-01-04,2024-01-06,1692,2,36
China Southern,KTM,JFK,2024-01-04,2024-01-05,3250,1,50
Etihad,KTM,JFK,2024-01-04,2024-01-04,2256,1,48
Korean Air,KTM,JFK,2024-01-04,2024-01-06,1080,3,20
China Southern,KTM,JFK,2024-01-04,2024-01-04,2210,3,34
Air India,KTM,JFK,2024-01-04,2024-01-05,2160,3,40
Korean Air,KTM,JFK,2024-01-04,2024-01-07,1998,1,37
Emirates,KTM,JFK,2024-01-04,2024-01-05,1960,1,49
Turkish Airlines,KTM,JFK,2024-01-04,2024-01-04,1728,3,32
Qatar Airways,KTM,JFK,2024-01-04,2024-01-05,2300,3,50
Korean Air,KTM,JFK,2024-01-04,2024-01-06,2376,1,44
China Southern,KTM,JFK,2024-01-04,2024-01-05,2470,1,38
China Southern,KTM,JFK,2024-01-04,2024-01-05,2800,1,40
Korean Air,KTM,JFK,2024-01-04,2024-01-05,2106,3,39
Cathay Pacific,KTM,JFK,2024-01-04,2024-01-07,1458,1,27
Qatar Airways,KTM,JFK,2024-01-04,2024-01-05,1748,2,38
Emirates,KTM,JFK,2024-01-04,2024-01-05,1040,3,26
Emirates,KTM,JFK,2024-01-04,2024-01-06,1040,3,26
Korean Air,KTM,JFK,2024-01-04,2024-01-06,1998,1,37
China Southern,KTM,JFK,2024-01-04,2024-01-04,1755,1,27
Air India,KTM,JFK,2024-01-04,2024-01-06,1080,3,20
Korean Air,KTM,JFK,2024-01-04,2024-01-06,2376,1,44
Cathay Pacific,KTM,JFK,2024-01-04,2024-01-07,1134,2,21
Air India,KTM,JFK,2024-01-04,2024-01-05,2160,3,40
Turkish Airlines,KTM,JFK,2024-01-04,2024-01-06,2430,3,45
Turkish Airlines,KTM,JFK,2024-01-04,2024-01-07,1242,3,23
Turkish Airlines,KTM,JFK,2024-01-04,2024-01-06,2484,2,46
Etihad,KTM,JFK,2024-01-04,2024-01-06,1269,3,27
China Southern,KTM,JFK,2024-01-04,2024-01-05,1430,2,22
Cathay Pacific,KTM,JFK,2024-01-04,2024-01-05,1458,3,27
Emirates,KTM,JFK,2024-01-04,2024-01-07,880,1,22
Turkish Airlines,KTM,JFK,2024-01-04,2024-01-05,1782,3,33
Qatar Airways,KTM,JFK,2024-01-04,2024-01-07,1472,1,32
Qatar Airways,KTM,JFK,2024-01-04,2024-01-05,1794,2,39
Korean Air,KTM,JFK,2024-01-04,2024-01-04,2484,2,46
Air India,KTM,JFK,2024-01-04,2024-01-07,2052,1,38
Etihad,KTM,JFK,2024-01-04,2024-01-06,1833,2,39
Emirates,KTM,JFK,2024-01-04,2024-01-07,1920,1,48
Qatar Airways,KTM,JFK,2024-01-04,2024-01-06,1104,3,24
Turkish Airlines,KTM,JFK,2024-01-04,2024-01-04,1350,2,25
Etihad,KTM,JFK,2024-01-04,2024-01-07,2209,1,47
Cathay Pacific,KTM,JFK,2024-01-04,2024-01-07,2052,3,38
Emirates,KTM,JFK,2024-01-04,2024-01-07,1200,3,30
Etihad,KTM,JFK,2024-01-04,2024-01-04,1927,1,41
Air India,KTM,JFK,2024-01-04,2024-01-07,1782,1,33
Qatar Airways,KTM,JFK,2024-01-05,2024-01-07,1333,1,31
China Southern,KTM,JFK,2024-01-05,2024-01-08,1836,3,27
Cathay Pacific,KTM,JFK,2024-01-05,2024-01-08,1500,2,30
Air India,KTM,JFK,2024-01-05,2024-01-08,2352,1,48
Emirates,KTM,JFK,2024-01-05,2024-01-07,798,2,21
China Southern,KTM,JFK,2024-01-05,2024-01-08,1449,3,23
Korean Air,KTM,JFK,2024-01-05,2024-01-05,1568,1,32
Air India,KTM,JFK,2024-01-05,2024-01-07,2156,1,44
Korean Air,KTM,JFK,2024-01-05,2024-01-07,2401,1,49
Turkish Airlines,KTM,JFK,2024-01-05,2024-01-06,2397,1,47
Turkish Airlines,KTM,JFK,2024-01-05,2024-01-05,1938,1,38
China Southern,KTM,JFK,2024-01-05,2024-01-05,1890,2,30
Air India,KTM,JFK,2024-01-05,2024-01-07,1617,2,33
Korean Air,KTM,JFK,2024-01-05,2024-01-07,1176,3,24
China Southern,KTM,JFK,2024-01-05,2024-01-08,2176,1,32
China Southern,KTM,JFK,2024-01-05,2024-01-06,3024,1,48
China Southern,KTM,JFK,2024-01-05,2024-01-05,1564,1,23
Turkish Airlines,KTM,JFK,2024-01-05,2024-01-07,1377,3,27
Qatar Airways,KTM,JFK,2024-01-05,2024-01-06,1978,1,46
Emirates,KTM,JFK,2024-01-05,2024-01-07,988,2,26
China Southern,KTM,JFK,2024-01-05,2024-01-06,2394,2,38
Korean Air,KTM,JFK,2024-01-05,2024-01-05,1568,1,32
Korean Air,KTM,JFK,2024-01-05,2024-01-06,1372,3,28
Air India,KTM,JFK,2024-01-05,2024-01-08,1176,1,24
Korean Air,KTM,JFK,2024-01-05,2024-01-06,1225,3,25
Cathay Pacific,KTM,JFK,2024-01-05,2024-01-08,1750,2,35
Etihad,KTM,JFK,2024-01-05,2024-01-08,1530,3,34
Etihad,KTM,JFK,2024-01-05,2024-01-08,1530,2,34
Etihad,KTM,JFK,2024-01-05,2024-01-05,2205,1,49
Etihad,KTM,JFK,2024-01-05,2024-01-06,1125,1,25
Qatar Airways,KTM,JFK,2024-01-05,2024-01-06,1677,3,39
China Southern,KTM,JFK,2024-01-05,2024-01-06,2709,1,43
Cathay Pacific,KTM,JFK,2024-01-05,2024-01-07,1200,1,24
Emirates,KTM,JFK,2024-01-05,2024-01-07,1292,2,34
Etihad,KTM,JFK,2024-01-05,2024-01-07,2115,3,47
Qatar Airways,KTM,JFK,2024-01-05,2024-01-07,989,3,23
Emirates,KTM,JFK,2024-01-05,2024-01-05,760,2,20
Turkish Airlines,KTM,JFK,2024-01-05,2024-01-08,1887,3,37
Cathay Pacific,KTM,JFK,2024-01-05,2024-01-08,1050,3,21
Cathay Pacific,KTM,JFK,2024-01-05,2024-01-05,1400,3,28
Emirates,KTM,JFK,2024-01-05,2024-01-05,760,1,20
Qatar Airways,KTM,JFK,2024-01-05,2024-01-08,1548,3,36
Etihad,KTM,JFK,2024-01-05,2024-01-07,1215,2,27
China Southern,KTM,JFK,2024-01-05,2024-01-08,2652,3,39
China Southern,KTM,JFK,2024-01-05,2024-01-05,1575,1,25
China Southern,KTM,JFK,2024-01-05,2024-01-06,2652,2,39
Qatar Airways,KTM,JFK,2024-01-06,2024-01-07,1161,3,27
China Southern,KTM,JFK,2024-01-06,2024-01-06,1984,2,31
Cathay Pacific,KTM,JFK,2024-01-06,2024-01-06,2050,1,41
Air India,KTM,JFK,2024-01-06,2024-01-06,2115,1,47
Emirates,KTM,JFK,2024-01-06,2024-01-06,1786,2,47
China Southern,KTM,JFK,2024-01-06,2024-01-07,2773,3,47
Korean Air,KTM,JFK,2024-01-06,2024-01-06,2162,3,46
Air India,KTM,JFK,2024-01-06,2024-01-07,1125,1,25
Korean Air,KTM,JFK,2024-01-06,2024-01-07,2209,3,47
Turkish Airlines,KTM,JFK,2024-01-06,2024-01-08,1122,2,22
Turkish Airlines,KTM,JFK,2024-01-06,2024-01-06,1173,2,23
China Southern,KTM,JFK,2024-01-06,2024-01-06,1416,3,24
Air India,KTM,JFK,2024-01-06,2024-01-07,1755,1,39
Korean Air,KTM,JFK,2024-01-06,2024-01-07,2162,3,46
China Southern,KTM,JFK,2024-01-06,2024-01-08,2816,3,44
China Southern,KTM,JFK,2024-01-06,2024-01-09,2832,1,48
China Southern,KTM,JFK,2024-01-06,2024-01-07,3200,1,50
Turkish Airlines,KTM,JFK,2024-01-06,2024-01-07,1173,3,23
Qatar Airways,KTM,JFK,2024-01-06,2024-01-06,1118,2,26
Emirates,KTM,JFK,2024-01-06,2024-01-09,1064,2,28
China Southern,KTM,JFK,2024-01-06,2024-01-09,2832,3,48
Korean Air,KTM,JFK,2024-01-06,2024-01-09,2115,3,45
Korean Air,KTM,JFK,2024-01-06,2024-01-07,2256,3,48
Air India,KTM,JFK,2024-01-06,2024-01-09,1890,2,42
Korean Air,KTM,JFK,2024-01-06,2024-01-07,2256,1,48
Cathay Pacific,KTM,JFK,2024-01-06,2024-01-08,2500,1,50
Etihad,KTM,JFK,2024-01-06,2024-01-07,1170,3,26
Etihad,KTM,JFK,2024-01-06,2024-01-06,2250,2,50
Etihad,KTM,JFK,2024-01-06,2024-01-08,990,3,22
Etihad,KTM,JFK,2024-01-06,2024-01-09,1305,2,29
Qatar Airways,KTM,JFK,2024-01-06,2024-01-06,1677,2,39
China Southern,KTM,JFK,2024-01-06,2024-01-06,2006,1,34
Cathay Pacific,KTM,JFK,2024-01-06,2024-01-07,1000,2,20
Emirates,KTM,JFK,2024-01-06,2024-01-06,950,2,25
Etihad,KTM,JFK,2024-01-06,2024-01-08,1890,1,42
Qatar Airways,KTM,JFK,2024-01-06,2024-01-09,1849,2,43
Emirates,KTM,JFK,2024-01-06,2024-01-06,1482,1,39
Turkish Airlines,KTM,JFK,2024-01-06,2024-01-07,1479,2,29
Cathay Pacific,KTM,JFK,2024-01-06,2024-01-06,1950,3,39
Cathay Pacific,KTM,JFK,2024-01-06,2024-01-07,2450,2,49
Emirates,KTM,JFK,2024-01-06,2024-01-08,874,2,23
Qatar Airways,KTM,JFK,2024-01-06,2024-01-07,989,2,23
Etihad,KTM,JFK,2024-01-06,2024-01-08,1125,1,25
China Southern,KTM,JFK,2024-01-06,2024-01-07,3072,3,48
China Southern,KTM,JFK,2024-01-06,2024-01-08,2596,2,44
China Southern,KTM,JFK,2024-01-06,2024-01-07,2048,2,32
Qatar Airways,KTM,JFK,2024-01-07,2024-01-08,1032,2,24
China Southern,KTM,JFK,2024-01-07,2024-01-10,1500,1,25
China Southern,KTM,JFK,2024-01-07,2024-01-07,1980,3,33
China Southern,KTM,JFK,2024-01-07,2024-01-09,1760,2,32
China Southern,KTM,JFK,2024-01-07,2024-01-09,2760,1,46
Etihad,KTM,JFK,2024-01-07,2024-01-10,1530,3,34
Turkish Airlines,KTM,JFK,2024-01-07,2024-01-09,2142,2,42
China Southern,KTM,JFK,2024-01-07,2024-01-09,1320,2,24
Air India,KTM,JFK,2024-01-07,2024-01-09,2205,2,49
Korean Air,KTM,JFK,2024-01-07,2024-01-07,2021,3,43
China Southern,KTM,JFK,2024-01-07,2024-01-09,1860,3,31
Cathay Pacific,KTM,JFK,2024-01-07,2024-01-07,2300,1,46
Etihad,KTM,JFK,2024-01-07,2024-01-07,990,2,22
Turkish Airlines,KTM,JFK,2024-01-07,2024-01-07,2091,1,41
Etihad,KTM,JFK,2024-01-07,2024-01-07,1440,2,32
Qatar Airways,KTM,JFK,2024-01-07,2024-01-09,2021,1,47
China Southern,KTM,JFK,2024-01-07,2024-01-10,1100,2,20
China Southern,KTM,JFK,2024-01-07,2024-01-09,1815,1,33
Turkish Airlines,KTM,JFK,2024-01-07,2024-01-08,1173,1,23
Air India,KTM,JFK,2024-01-07,2024-01-07,1665,2,37
Turkish Airlines,KTM,JFK,2024-01-07,2024-01-08,2397,1,47
Air India,KTM,JFK,2024-01-07,2024-01-07,2160,1,48
Qatar Airways,KTM,JFK,2024-01-07,2024-01-08,2150,1,50
Korean Air,KTM,JFK,2024-01-07,2024-01-10,1551,2,33
Cathay Pacific,KTM,JFK,2024-01-07,2024-01-07,2150,3,43
Korean Air,KTM,JFK,2024-01-07,2024-01-08,2303,1,49
Emirates,KTM,JFK,2024-01-07,2024-01-10,1786,1,47
China Southern,KTM,JFK,2024-01-07,2024-01-08,2880,2,48
Qatar Airways,KTM,JFK,2024-01-07,2024-01-08,1591,1,37
Emirates,KTM,JFK,2024-01-07,2024-01-08,1596,1,42
China Southern,KTM,JFK,2024-01-07,2024-01-08,2365,2,43
Etihad,KTM,JFK,2024-01-07,2024-01-07,1350,1,30
Air India,KTM,JFK,2024-01-07,2024-01-08,1575,3,35
Emirates,KTM,JFK,2024-01-07,2024-01-07,1520,3,40
Qatar Airways,KTM,JFK,2024-01-07,2024-01-07,1935,3,45
Cathay Pacific,KTM,JFK,2024-01-07,2024-01-09,1700,1,34
Cathay Pacific,KTM,JFK,2024-01-07,2024-01-08,1650,2,33
China Southern,KTM,JFK,2024-01-07,2024-01-09,1540,3,28
Cathay Pacific,KTM,JFK,2024-01-07,2024-01-10,1550,2,31
Qatar Airways,KTM,JFK,2024-01-08,2024-01-10,1505,3,35
China Southern,KTM,JFK,2024-01-08,2024-01-11,2460,3,41
China Southern,KTM,JFK,2024-01-08,2024-01-08,2760,1,46
China Southern,KTM,JFK,2024-01-08,2024-01-11,1650,2,30
China Southern,KTM,JFK,2024-01-08,2024-01-09,1380,3,23
Etihad,KTM,JFK,2024-01-08,2024-01-08,2070,3,46
Turkish Airlines,KTM,JFK,2024-01-08,2024-01-10,2499,3,49
China Southern,KTM,JFK,2024-01-08,2024-01-11,2420,2,44
Air India,KTM,JFK,2024-01-08,2024-01-09,1215,3,27
Korean Air,KTM,JFK,2024-01-08,2024-01-08,1363,3,29
China Southern,KTM,JFK,2024-01-08,2024-01-09,3000,1,50
Cathay Pacific,KTM,JFK,2024-01-08,2024-01-08,2500,2,50
Etihad,KTM,JFK,2024-01-08,2024-01-09,945,3,21
Turkish Airlines,KTM,JFK,2024-01-08,2024-01-09,1428,2,28
Etihad,KTM,JFK,2024-01-08,2024-01-11,2250,2,50
Qatar Airways,KTM,JFK,2024-01-08,2024-01-10,1247,2,29
China Southern,KTM,JFK,2024-01-08,2024-01-09,1265,1,23
China Southern,KTM,JFK,2024-01-08,2024-01-10,1980,3,36
Turkish Airlines,KTM,JFK,2024-01-08,2024-01-08,1428,2,28
Air India,KTM,JFK,2024-01-08,2024-01-11,1845,3,41
Turkish Airlines,KTM,JFK,2024-01-08,2024-01-11,1938,3,38
Air India,KTM,JFK,2024-01-08,2024-01-09,1620,1,36
Qatar Airways,KTM,JFK,2024-01-08,2024-01-09,903,3,21
Korean Air,KTM,JFK,2024-01-08,2024-01-10,2115,2,45
Cathay Pacific,KTM,JFK,2024-01-08,2024-01-10,1250,2,25
Korean Air,KTM,JFK,2024-01-08,2024-01-08,1222,1,26
Emirates,KTM,JFK,2024-01-08,2024-01-09,760,2,20
China Southern,KTM,JFK,2024-01-08,2024-01-08,2520,1,42
Qatar Airways,KTM,JFK,2024-01-08,2024-01-08,1118,2,26
Emirates,KTM,JFK,2024-01-08,2024-01-09,1140,3,30
China Southern,KTM,JFK,2024-01-08,2024-01-11,1815,2,33
Etihad,KTM,JFK,2024-01-08,2024-01-08,2250,1,50
Air India,KTM,JFK,2024-01-08,2024-01-11,1800,1,40
Emirates,KTM,JFK,2024-01-08,2024-01-10,836,3,22
Qatar Airways,KTM,JFK,2024-01-08,2024-01-11,1763,3,41
Cathay Pacific,KTM,JFK,2024-01-08,2024-01-11,1000,1,20
Cathay Pacific,KTM,JFK,2024-01-08,2024-01-10,2300,3,46
China Southern,KTM,JFK,2024-01-08,2024-01-09,2585,1,47
Cathay Pacific,KTM,JFK,2024-01-08,2024-01-10,2400,3,48
Qatar Airways,KTM,JFK,2024-01-09,2024-01-10,1505,2,35
China Southern,KTM,JFK,2024-01-09,2024-01-11,1380,3,23
China Southern,KTM,JFK,2024-01-09,2024-01-09,1440,1,24
China Southern,KTM,JFK,2024-01-09,2024-01-09,2035,1,37
China Southern,KTM,JFK,2024-01-09,2024-01-11,1260,2,21
Etihad,KTM,JFK,2024-01-09,2024-01-09,2250,2,50
Turkish Airlines,KTM,JFK,2024-01-09,2024-01-12,1020,3,20
China Southern,KTM,JFK,2024-01-09,2024-01-10,1155,2,21
China Southern,KTM,JFK,2024-01-09,2024-01-09,1860,3,31
Turkish Airlines,KTM,JFK,2024-01-09,2024-01-12,2346,2,46
China Southern,KTM,JFK,2024-01-09,2024-01-10,2640,3,44
Etihad,KTM,JFK,2024-01-09,2024-01-09,1620,2,36
Etihad,KTM,JFK,2024-01-09,2024-01-12,2205,1,49
Turkish Airlines,KTM,JFK,2024-01-09,2024-01-09,1887,1,37
Cathay Pacific,KTM,JFK,2024-01-09,2024-01-09,2350,1,47
Qatar Airways,KTM,JFK,2024-01-09,2024-01-12,860,3,20
China Southern,KTM,JFK,2024-01-09,2024-01-10,1485,1,27
China Southern,KTM,JFK,2024-01-09,2024-01-12,2200,2,40
Turkish Airlines,KTM,JFK,2024-01-09,2024-01-09,2550,1,50
Air India,KTM,JFK,2024-01-09,2024-01-11,2115,2,47
Air India,KTM,JFK,2024-01-09,2024-01-09,2025,3,45
Qatar Airways,KTM,JFK,2024-01-09,2024-01-12,1290,2,30
Korean Air,KTM,JFK,2024-01-09,2024-01-09,1880,3,40
Air India,KTM,JFK,2024-01-09,2024-01-09,2025,3,45
Korean Air,KTM,JFK,2024-01-09,2024-01-11,1645,1,35
Emirates,KTM,JFK,2024-01-09,2024-01-09,1216,1,32
Qatar Airways,KTM,JFK,2024-01-09,2024-01-09,946,3,22
Cathay Pacific,KTM,JFK,2024-01-09,2024-01-10,2050,3,41
Korean Air,KTM,JFK,2024-01-09,2024-01-09,1128,2,24
Etihad,KTM,JFK,2024-01-09,2024-01-10,945,3,21
Air India,KTM,JFK,2024-01-09,2024-01-10,1755,1,39
Emirates,KTM,JFK,2024-01-09,2024-01-11,1786,3,47
Emirates,KTM,JFK,2024-01-09,2024-01-09,1178,2,31
Qatar Airways,KTM,JFK,2024-01-09,2024-01-11,1376,3,32
Cathay Pacific,KTM,JFK,2024-01-09,2024-01-11,1800,1,36
Cathay Pacific,KTM,JFK,2024-01-09,2024-01-11,1300,3,26
China Southern,KTM,JFK,2024-01-09,2024-01-10,2310,1,42
Cathay Pacific,KTM,JFK,2024-01-09,2024-01-10,2500,3,50
