,Airline,Departure,Destination,Departure_date,Arrival_date,Ticket_Price(Dollars),Stops,Travel_Time,Seasons,Day_of_the_week,is_weekend,Flight_Class
256,Lufthansa,Paris,Berlin,2023-10-02,2023-10-02,399.0,0,19,Autumn,Monday,False,Economy
257,Austrian,Paris,Berlin,2023-10-02,2023-10-02,342.0,0,18,Autumn,Monday,False,Economy
258,SWISS,Paris,Berlin,2023-10-02,2023-10-02,1349.0,1,19,Autumn,Monday,False,First
259,Austrian,Paris,Berlin,2023-10-02,2023-10-02,437.0,0,23,Autumn,Monday,False,Economy
260,Lufthansa,Paris,Berlin,2023-10-02,2023-10-02,504.0,0,24,Autumn,Monday,False,Business
261,Austrian,Paris,Berlin,2023-10-02,2023-10-02,418.0,1,22,Autumn,Monday,False,Economy
262,Austrian,Paris,Berlin,2023-10-02,2023-10-02,342.0,0,18,Autumn,Monday,False,Economy
263,Lufthansa,Paris,Berlin,2023-10-02,2023-10-02,378.0,1,18,Autumn,Monday,False,Economy
264,Brusseis,Paris,Berlin,2023-10-02,2023-10-02,460.0,1,20,Autumn,Monday,False,Economy
265,Lufthansa,Paris,Berlin,2023-10-02,2023-10-02,378.0,1,18,Autumn,Monday,False,Economy
266,Austrian,Paris,Berlin,2023-10-02,2023-10-02,285.0,1,15,Autumn,Monday,False,Economy
267,Austrian,Paris,Berlin,2023-10-02,2023-10-02,456.0,0,24,Autumn,Monday,False,Economy
268,Lufthansa,Paris,Berlin,2023-10-02,2023-10-02,504.0,1,24,Autumn,Monday,False,Business
269,Lufthansa,Paris,Berlin,2023-10-02,2023-10-02,462.0,0,22,Autumn,Monday,False,Economy
270,SWISS,Paris,Berlin,2023-10-02,2023-10-02,1136.0,1,16,Autumn,Monday,False,First
271,Austrian,Paris,Berlin,2023-10-02,2023-10-02,285.0,0,15,Autumn,Monday,False,Economy
272,Lufthansa,Paris,Berlin,2023-10-02,2023-10-02,357.0,0,17,Autumn,Monday,False,Economy
273,SWISS,Paris,Berlin,2023-10-02,2023-10-02,1065.0,0,15,Autumn,Monday,False,First
274,Turkish Airlines,Berlin,Kathmandu,2023-10-02,2023-10-04,3895.0,2,41,Autumn,Monday,False,First
275,Turkish Airlines,Berlin,Kathmandu,2023-10-02,2023-10-04,1330.0,0,14,Autumn,Monday,False,First
276,Turkish Airlines,Berlin,Kathmandu,2023-10-02,2023-10-02,2850.0,3,30,Autumn,Monday,False,First
277,Qatar Airways,Berlin,Kathmandu,2023-10-02,2023-10-02,2108.0,3,31,Autumn,Monday,False,First
278,Qatar Airways,Berlin,Kathmandu,2023-10-02,2023-10-04,680.0,1,10,Autumn,Monday,False,Business
279,Qatar Airways,Berlin,Kathmandu,2023-10-02,2023-10-02,2788.0,0,41,Autumn,Monday,False,First
280,Qatar Airways,Berlin,Kathmandu,2023-10-02,2023-10-02,2108.0,2,31,Autumn,Monday,False,First
281,Qatar Airways,Berlin,Kathmandu,2023-10-02,2023-10-03,2312.0,1,34,Autumn,Monday,False,First
282,Qatar Airways,Berlin,Kathmandu,2023-10-02,2023-10-02,1292.0,2,19,Autumn,Monday,False,First
283,Qatar Airways,Berlin,Kathmandu,2023-10-02,2023-10-03,2924.0,3,43,Autumn,Monday,False,First
284,Qatar Airways,Berlin,Kathmandu,2023-10-02,2023-10-04,1700.0,3,25,Autumn,Monday,False,First
285,Qatar Airways,Berlin,Kathmandu,2023-10-02,2023-10-02,2176.0,1,32,Autumn,Monday,False,First
286,Turkish Airlines,Berlin,Kathmandu,2023-10-02,2023-10-02,1805.0,1,19,Autumn,Monday,False,First
287,Turkish Airlines,Berlin,Kathmandu,2023-10-02,2023-10-04,3325.0,3,35,Autumn,Monday,False,First
288,Qatar Airways,Berlin,Kathmandu,2023-10-02,2023-10-02,2992.0,0,44,Autumn,Monday,False,First
289,China Southern,Kathmandu,Beijing,2023-10-04,2023-10-04,378.0,1,14,Autumn,Wednesday,False,Economy
290,Korean Air,Kathmandu,Beijing,2023-10-04,2023-10-04,1102.0,1,19,Autumn,Wednesday,False,First
291,Korean Air,Kathmandu,Beijing,2023-10-04,2023-10-04,1392.0,1,24,Autumn,Wednesday,False,First
292,Air China,Kathmandu,Beijing,2023-10-04,2023-10-04,850.0,1,10,Autumn,Wednesday,False,Business
293,Korean Air,Kathmandu,Beijing,2023-10-04,2023-10-04,870.0,0,15,Autumn,Wednesday,False,Business
294,Korean Air,Kathmandu,Beijing,2023-10-04,2023-10-04,812.0,0,14,Autumn,Wednesday,False,Business
295,Air China,Kathmandu,Beijing,2023-10-04,2023-10-04,1360.0,1,16,Autumn,Wednesday,False,First
296,Air China,Kathmandu,Beijing,2023-10-04,2023-10-04,1020.0,1,12,Autumn,Wednesday,False,First
297,Korean Air,Kathmandu,Beijing,2023-10-04,2023-10-04,870.0,1,15,Autumn,Wednesday,False,Business
298,Korean Air,Kathmandu,Beijing,2023-10-04,2023-10-04,638.0,1,11,Autumn,Wednesday,False,Business
299,Korean Air,Kathmandu,Beijing,2023-10-04,2023-10-04,812.0,1,14,Autumn,Wednesday,False,Business
300,Air China,Kathmandu,Beijing,2023-10-04,2023-10-04,1445.0,1,17,Autumn,Wednesday,False,First
301,Air China,Kathmandu,Beijing,2023-10-04,2023-10-04,1785.0,1,21,Autumn,Wednesday,False,First
302,Air China,Kathmandu,Beijing,2023-10-04,2023-10-04,1105.0,0,13,Autumn,Wednesday,False,First
303,China Southern,Kathmandu,Beijing,2023-10-04,2023-10-04,459.0,0,17,Autumn,Wednesday,False,Economy
304,Air China,Kathmandu,Beijing,2023-10-04,2023-10-04,1530.0,0,18,Autumn,Wednesday,False,First
305,Air China,Kathmandu,Beijing,2023-10-04,2023-10-04,1870.0,0,22,Autumn,Wednesday,False,First
306,Korean Air,Kathmandu,Beijing,2023-10-04,2023-10-04,1276.0,0,22,Autumn,Wednesday,False,First
307,Korean Air,Kathmandu,Beijing,2023-10-04,2023-10-04,1218.0,0,21,Autumn,Wednesday,False,First
308,China Southern,Kathmandu,Beijing,2023-10-04,2023-10-04,594.0,1,22,Autumn,Wednesday,False,Business
309,Air China,Kathmandu,Beijing,2023-10-04,2023-10-04,2040.0,0,24,Autumn,Wednesday,False,First
310,Korean Air,Kathmandu,Beijing,2023-10-04,2023-10-04,522.0,1,9,Autumn,Wednesday,False,Business
311,Air China,Kathmandu,Beijing,2023-10-04,2023-10-04,1105.0,0,13,Autumn,Wednesday,False,First
312,Air China,Kathmandu,Beijing,2023-10-04,2023-10-04,935.0,0,11,Autumn,Wednesday,False,Business
313,China Southern,Kathmandu,Beijing,2023-10-04,2023-10-04,243.0,0,9,Autumn,Wednesday,False,Economy
314,Korean Air,Kathmandu,Beijing,2023-10-04,2023-10-04,1160.0,1,20,Autumn,Wednesday,False,First
315,Air China,Kathmandu,Beijing,2023-10-04,2023-10-04,1700.0,1,20,Autumn,Wednesday,False,First
316,Korean Air,Kathmandu,Beijing,2023-10-04,2023-10-04,1392.0,0,24,Autumn,Wednesday,False,First
317,Korean Air,Kathmandu,Beijing,2023-10-04,2023-10-04,812.0,1,14,Autumn,Wednesday,False,Business
318,Air China,Kathmandu,Beijing,2023-10-04,2023-10-04,935.0,1,11,Autumn,Wednesday,False,Business
319,Air China,Kathmandu,Beijing,2023-10-04,2023-10-04,765.0,1,9,Autumn,Wednesday,False,Business
320,China Southern,Kathmandu,Beijing,2023-10-04,2023-10-04,378.0,0,14,Autumn,Wednesday,False,Economy
321,Korean Air,Kathmandu,Beijing,2023-10-04,2023-10-04,464.0,0,8,Autumn,Wednesday,False,Economy
322,Air China,Kathmandu,Beijing,2023-10-04,2023-10-04,765.0,0,9,Autumn,Wednesday,False,Business
323,Korean Air,Kathmandu,Beijing,2023-10-04,2023-10-04,812.0,1,14,Autumn,Wednesday,False,Business
324,Air India,Kathmandu,New York,2023-10-04,2023-10-04,783.0,0,29,Autumn,Wednesday,False,Business
325,Cathay Pacific,Kathmandu,New York,2023-10-04,2023-10-06,1219.0,2,23,Autumn,Wednesday,False,First
326,Cathay Pacific,Kathmandu,New York,2023-10-04,2023-10-07,1855.0,2,35,Autumn,Wednesday,False,First
327,Korean Air,Kathmandu,New York,2023-10-04,2023-10-07,2000.0,1,40,Autumn,Wednesday,False,First
328,Air India,Kathmandu,New York,2023-10-04,2023-10-06,837.0,0,31,Autumn,Wednesday,False,Business
329,Nepal Airlines,Kathmandu,New York,2023-10-04,2023-10-05,638.0,0,22,Autumn,Wednesday,False,Business
330,Nepal Airlines,Kathmandu,New York,2023-10-04,2023-10-07,841.0,2,29,Autumn,Wednesday,False,Business
331,IndiGo,Kathmandu,New York,2023-10-04,2023-10-05,1475.0,0,25,Autumn,Wednesday,False,First
332,Nepal Airlines,Kathmandu,New York,2023-10-04,2023-10-07,1102.0,1,38,Autumn,Wednesday,False,First
333,Nepal Airlines,Kathmandu,New York,2023-10-04,2023-10-07,1160.0,2,40,Autumn,Wednesday,False,First
334,Nepal Airlines,Kathmandu,New York,2023-10-04,2023-10-05,754.0,2,26,Autumn,Wednesday,False,Business
335,Nepal Airlines,Kathmandu,New York,2023-10-04,2023-10-04,696.0,2,24,Autumn,Wednesday,False,Business
336,Korean Air,Kathmandu,New York,2023-10-04,2023-10-05,1400.0,0,28,Autumn,Wednesday,False,First
337,Nepal Airlines,Kathmandu,New York,2023-10-04,2023-10-05,1102.0,2,38,Autumn,Wednesday,False,First
338,IndiGo,Kathmandu,New York,2023-10-04,2023-10-06,2124.0,2,36,Autumn,Wednesday,False,First
339,IndiGo,Kathmandu,New York,2023-10-04,2023-10-06,1888.0,0,32,Autumn,Wednesday,False,First
340,Korean Air,Kathmandu,New York,2023-10-04,2023-10-05,1050.0,0,21,Autumn,Wednesday,False,First
341,IndiGo,Kathmandu,New York,2023-10-04,2023-10-04,1475.0,0,25,Autumn,Wednesday,False,First
342,Air India,Kathmandu,New York,2023-10-04,2023-10-04,702.0,0,26,Autumn,Wednesday,False,Business
343,Air India,Kathmandu,New York,2023-10-04,2023-10-05,702.0,2,26,Autumn,Wednesday,False,Business
344,Nepal Airlines,Kathmandu,New York,2023-10-04,2023-10-06,667.0,2,23,Autumn,Wednesday,False,Business
345,Nepal Airlines,Kathmandu,New York,2023-10-04,2023-10-06,986.0,1,34,Autumn,Wednesday,False,Business
346,Nepal Airlines,Kathmandu,New York,2023-10-04,2023-10-06,841.0,2,29,Autumn,Wednesday,False,Business
347,Korean Air,Kathmandu,New York,2023-10-04,2023-10-07,1700.0,1,34,Autumn,Wednesday,False,First
348,Nepal Airlines,Kathmandu,New York,2023-10-04,2023-10-06,928.0,2,32,Autumn,Wednesday,False,Business
349,Cathay Pacific,Kathmandu,New York,2023-10-04,2023-10-05,1908.0,0,36,Autumn,Wednesday,False,First
350,Air India,Kathmandu,New York,2023-10-04,2023-10-06,594.0,0,22,Autumn,Wednesday,False,Business
351,Nepal Airlines,Kathmandu,New York,2023-10-04,2023-10-07,1131.0,2,39,Autumn,Wednesday,False,First
352,Cathay Pacific,Kathmandu,New York,2023-10-04,2023-10-04,1537.0,2,29,Autumn,Wednesday,False,First
353,Nepal Airlines,Kathmandu,New York,2023-10-04,2023-10-04,667.0,2,23,Autumn,Wednesday,False,Business
354,Air India,Kathmandu,New York,2023-10-04,2023-10-06,891.0,1,33,Autumn,Wednesday,False,Business
355,IndiGo,Kathmandu,New York,2023-10-04,2023-10-04,1298.0,1,22,Autumn,Wednesday,False,First
356,IndiGo,Kathmandu,New York,2023-10-04,2023-10-06,2124.0,0,36,Autumn,Wednesday,False,First
357,Air India,Kathmandu,New York,2023-10-04,2023-10-05,756.0,0,28,Autumn,Wednesday,False,Business
358,Air India,Kathmandu,New York,2023-10-04,2023-10-06,756.0,2,28,Autumn,Wednesday,False,Business
359,Nepal Airlines,Kathmandu,New York,2023-10-04,2023-10-06,957.0,2,33,Autumn,Wednesday,False,Business
360,Cathay Pacific,Kathmandu,New York,2023-10-04,2023-10-07,1219.0,0,23,Autumn,Wednesday,False,First
361,Air India,Kathmandu,New York,2023-10-04,2023-10-05,540.0,1,20,Autumn,Wednesday,False,Business
362,Air India,Kathmandu,New York,2023-10-04,2023-10-07,891.0,2,33,Autumn,Wednesday,False,Business
363,IndiGo,Kathmandu,New York,2023-10-04,2023-10-06,1416.0,0,24,Autumn,Wednesday,False,First
364,IndiGo,Kathmandu,New York,2023-10-04,2023-10-06,1416.0,2,24,Autumn,Wednesday,False,First
365,Nepal Airlines,Kathmandu,New York,2023-10-04,2023-10-06,1131.0,2,39,Autumn,Wednesday,False,First
366,IndiGo,Kathmandu,New York,2023-10-04,2023-10-06,2242.0,0,38,Autumn,Wednesday,False,First
367,Nepal Airlines,Kathmandu,New Delhi,2023-10-04,2023-10-04,305.0,1,5,Autumn,Wednesday,False,Economy
368,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,342.0,1,6,Autumn,Wednesday,False,Economy
369,Air India,Kathmandu,New Delhi,2023-10-04,2023-10-04,270.0,0,5,Autumn,Wednesday,False,Economy
370,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,285.0,1,5,Autumn,Wednesday,False,Economy
371,Air India,Kathmandu,New Delhi,2023-10-04,2023-10-04,216.0,1,4,Autumn,Wednesday,False,Economy
372,Air India,Kathmandu,New Delhi,2023-10-04,2023-10-04,162.0,1,3,Autumn,Wednesday,False,Economy
373,Air India,Kathmandu,New Delhi,2023-10-04,2023-10-04,270.0,1,5,Autumn,Wednesday,False,Economy
374,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,399.0,1,7,Autumn,Wednesday,False,Economy
375,Air India,Kathmandu,New Delhi,2023-10-04,2023-10-04,378.0,1,7,Autumn,Wednesday,False,Economy
376,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,456.0,1,8,Autumn,Wednesday,False,Economy
377,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,399.0,1,7,Autumn,Wednesday,False,Economy
378,Air India,Kathmandu,New Delhi,2023-10-04,2023-10-04,324.0,1,6,Autumn,Wednesday,False,Economy
379,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,456.0,1,8,Autumn,Wednesday,False,Economy
380,Air India,Kathmandu,New Delhi,2023-10-04,2023-10-04,486.0,0,9,Autumn,Wednesday,False,Economy
381,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,114.0,0,2,Autumn,Wednesday,False,Economy
382,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,171.0,1,3,Autumn,Wednesday,False,Economy
383,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,570.0,0,10,Autumn,Wednesday,False,Business
384,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,228.0,0,4,Autumn,Wednesday,False,Economy
385,Nepal Airlines,Kathmandu,New Delhi,2023-10-04,2023-10-04,488.0,1,8,Autumn,Wednesday,False,Economy
386,Air India,Kathmandu,New Delhi,2023-10-04,2023-10-04,162.0,0,3,Autumn,Wednesday,False,Economy
387,Air India,Kathmandu,New Delhi,2023-10-04,2023-10-04,270.0,0,5,Autumn,Wednesday,False,Economy
388,Air India,Kathmandu,New Delhi,2023-10-04,2023-10-04,108.0,1,2,Autumn,Wednesday,False,Economy
389,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,285.0,1,5,Autumn,Wednesday,False,Economy
390,Air India,Kathmandu,New Delhi,2023-10-04,2023-10-04,108.0,1,2,Autumn,Wednesday,False,Economy
391,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,114.0,0,2,Autumn,Wednesday,False,Economy
392,Nepal Airlines,Kathmandu,New Delhi,2023-10-04,2023-10-04,610.0,1,10,Autumn,Wednesday,False,Business
393,Air India,Kathmandu,New Delhi,2023-10-04,2023-10-04,486.0,0,9,Autumn,Wednesday,False,Economy
394,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,570.0,0,10,Autumn,Wednesday,False,Business
395,Air India,Kathmandu,New Delhi,2023-10-04,2023-10-04,486.0,1,9,Autumn,Wednesday,False,Economy
396,Air India,Kathmandu,New Delhi,2023-10-04,2023-10-04,216.0,0,4,Autumn,Wednesday,False,Economy
397,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,399.0,0,7,Autumn,Wednesday,False,Economy
398,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,399.0,0,7,Autumn,Wednesday,False,Economy
399,Nepal Airlines,Kathmandu,New Delhi,2023-10-04,2023-10-04,488.0,0,8,Autumn,Wednesday,False,Economy
400,Nepal Airlines,Kathmandu,New Delhi,2023-10-04,2023-10-04,610.0,1,10,Autumn,Wednesday,False,Business
401,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,399.0,0,7,Autumn,Wednesday,False,Economy
402,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,456.0,1,8,Autumn,Wednesday,False,Economy
403,Nepal Airlines,Kathmandu,New Delhi,2023-10-04,2023-10-04,366.0,0,6,Autumn,Wednesday,False,Economy
404,Nepal Airlines,Kathmandu,New Delhi,2023-10-04,2023-10-04,366.0,1,6,Autumn,Wednesday,False,Economy
405,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,399.0,0,7,Autumn,Wednesday,False,Economy
406,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,114.0,1,2,Autumn,Wednesday,False,Economy
407,Air India,Kathmandu,New Delhi,2023-10-04,2023-10-04,216.0,0,4,Autumn,Wednesday,False,Economy
408,IndiGo,Kathmandu,New Delhi,2023-10-04,2023-10-04,342.0,1,6,Autumn,Wednesday,False,Economy
409,Nepal Airlines,New Delhi,Kathmandu,2023-10-06,2023-10-06,148.0,1,2,Autumn,Friday,False,Economy
410,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,342.0,0,6,Autumn,Friday,False,Economy
411,Air India,New Delhi,Kathmandu,2023-10-06,2023-10-06,114.0,1,2,Autumn,Friday,False,Economy
412,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,399.0,1,7,Autumn,Friday,False,Economy
413,Air India,New Delhi,Kathmandu,2023-10-06,2023-10-06,342.0,0,6,Autumn,Friday,False,Economy
414,Air India,New Delhi,Kathmandu,2023-10-06,2023-10-06,228.0,0,4,Autumn,Friday,False,Economy
415,Air India,New Delhi,Kathmandu,2023-10-06,2023-10-06,456.0,0,8,Autumn,Friday,False,Economy
416,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,399.0,1,7,Autumn,Friday,False,Economy
417,Air India,New Delhi,Kathmandu,2023-10-06,2023-10-06,228.0,1,4,Autumn,Friday,False,Economy
418,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,513.0,0,9,Autumn,Friday,False,Business
419,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,228.0,1,4,Autumn,Friday,False,Economy
420,Air India,New Delhi,Kathmandu,2023-10-06,2023-10-06,456.0,1,8,Autumn,Friday,False,Economy
421,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,228.0,0,4,Autumn,Friday,False,Economy
422,Air India,New Delhi,Kathmandu,2023-10-06,2023-10-06,342.0,0,6,Autumn,Friday,False,Economy
423,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,228.0,0,4,Autumn,Friday,False,Economy
424,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,456.0,0,8,Autumn,Friday,False,Economy
425,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,399.0,1,7,Autumn,Friday,False,Economy
426,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,114.0,1,2,Autumn,Friday,False,Economy
427,Nepal Airlines,New Delhi,Kathmandu,2023-10-06,2023-10-06,296.0,0,4,Autumn,Friday,False,Economy
428,Air India,New Delhi,Kathmandu,2023-10-06,2023-10-06,456.0,1,8,Autumn,Friday,False,Economy
429,Air India,New Delhi,Kathmandu,2023-10-06,2023-10-06,513.0,1,9,Autumn,Friday,False,Business
430,Air India,New Delhi,Kathmandu,2023-10-06,2023-10-06,513.0,0,9,Autumn,Friday,False,Business
431,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,570.0,0,10,Autumn,Friday,False,Business
432,Air India,New Delhi,Kathmandu,2023-10-06,2023-10-06,114.0,0,2,Autumn,Friday,False,Economy
433,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,399.0,1,7,Autumn,Friday,False,Economy
434,Nepal Airlines,New Delhi,Kathmandu,2023-10-06,2023-10-06,518.0,1,7,Autumn,Friday,False,Business
435,Air India,New Delhi,Kathmandu,2023-10-06,2023-10-06,171.0,0,3,Autumn,Friday,False,Economy
436,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,114.0,0,2,Autumn,Friday,False,Economy
437,Air India,New Delhi,Kathmandu,2023-10-06,2023-10-06,399.0,0,7,Autumn,Friday,False,Economy
438,Air India,New Delhi,Kathmandu,2023-10-06,2023-10-06,456.0,1,8,Autumn,Friday,False,Economy
439,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,570.0,1,10,Autumn,Friday,False,Business
440,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,456.0,0,8,Autumn,Friday,False,Economy
441,Nepal Airlines,New Delhi,Kathmandu,2023-10-06,2023-10-06,666.0,0,9,Autumn,Friday,False,Business
442,Nepal Airlines,New Delhi,Kathmandu,2023-10-06,2023-10-06,222.0,0,3,Autumn,Friday,False,Economy
443,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,399.0,0,7,Autumn,Friday,False,Economy
444,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,456.0,0,8,Autumn,Friday,False,Economy
445,Nepal Airlines,New Delhi,Kathmandu,2023-10-06,2023-10-06,592.0,1,8,Autumn,Friday,False,Business
446,Nepal Airlines,New Delhi,Kathmandu,2023-10-06,2023-10-06,518.0,0,7,Autumn,Friday,False,Business
447,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,171.0,1,3,Autumn,Friday,False,Economy
448,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,114.0,0,2,Autumn,Friday,False,Economy
449,Air India,New Delhi,Kathmandu,2023-10-06,2023-10-06,114.0,0,2,Autumn,Friday,False,Economy
450,IndiGo,New Delhi,Kathmandu,2023-10-06,2023-10-06,342.0,1,6,Autumn,Friday,False,Economy
451,Qatar Airways,London,Kathmandu,2023-10-06,2023-10-07,1755.0,0,27,Autumn,Friday,False,First
452,Emirates,London,Kathmandu,2023-10-06,2023-10-08,860.0,2,20,Autumn,Friday,False,Business
453,Emirates,London,Kathmandu,2023-10-06,2023-10-07,731.0,2,17,Autumn,Friday,False,Business
454,Emirates,London,Kathmandu,2023-10-06,2023-10-08,731.0,0,17,Autumn,Friday,False,Business
455,Qatar Airways,London,Kathmandu,2023-10-06,2023-10-07,1690.0,0,26,Autumn,Friday,False,First
456,Qatar Airways,London,Kathmandu,2023-10-06,2023-10-07,1820.0,0,28,Autumn,Friday,False,First
457,Air India,London,Kathmandu,2023-10-06,2023-10-07,765.0,0,15,Autumn,Friday,False,Business
458,Emirates,London,Kathmandu,2023-10-06,2023-10-08,860.0,1,20,Autumn,Friday,False,Business
459,Air India,London,Kathmandu,2023-10-06,2023-10-08,816.0,1,16,Autumn,Friday,False,Business
460,Turkish Airlines,London,Kathmandu,2023-10-06,2023-10-08,2714.0,0,23,Autumn,Friday,False,First
461,Turkish Airlines,London,Kathmandu,2023-10-06,2023-10-08,1770.0,0,15,Autumn,Friday,False,First
462,Qatar Airways,London,Kathmandu,2023-10-06,2023-10-07,1235.0,0,19,Autumn,Friday,False,First
463,Emirates,London,Kathmandu,2023-10-06,2023-10-07,903.0,0,21,Autumn,Friday,False,Business
464,Air India,London,Kathmandu,2023-10-06,2023-10-08,1224.0,1,24,Autumn,Friday,False,First
465,Turkish Airlines,London,Kathmandu,2023-10-06,2023-10-08,1888.0,2,16,Autumn,Friday,False,First
466,Emirates,London,Kathmandu,2023-10-06,2023-10-08,989.0,2,23,Autumn,Friday,False,Business
467,Emirates,London,Kathmandu,2023-10-06,2023-10-08,903.0,0,21,Autumn,Friday,False,Business
468,Turkish Airlines,London,Kathmandu,2023-10-06,2023-10-08,2242.0,0,19,Autumn,Friday,False,First
469,Qatar Airways,London,Kathmandu,2023-10-06,2023-10-08,1300.0,0,20,Autumn,Friday,False,First
470,Qatar Airways,London,Kathmandu,2023-10-06,2023-10-08,1365.0,2,21,Autumn,Friday,False,First
471,Qatar Airways,London,Kathmandu,2023-10-06,2023-10-07,1040.0,2,16,Autumn,Friday,False,First
472,Air India,London,Kathmandu,2023-10-06,2023-10-08,867.0,1,17,Autumn,Friday,False,Business
473,Air India,London,Kathmandu,2023-10-06,2023-10-07,1377.0,2,27,Autumn,Friday,False,First
474,Emirates,London,Kathmandu,2023-10-06,2023-10-07,817.0,1,19,Autumn,Friday,False,Business
475,Air India,London,Kathmandu,2023-10-06,2023-10-07,714.0,2,14,Autumn,Friday,False,Business
476,Emirates,London,Kathmandu,2023-10-06,2023-10-08,1161.0,2,27,Autumn,Friday,False,First
477,Qatar Airways,London,Kathmandu,2023-10-06,2023-10-08,1820.0,0,28,Autumn,Friday,False,First
478,Qatar Airways,London,Kathmandu,2023-10-06,2023-10-08,975.0,0,15,Autumn,Friday,False,Business
479,Emirates,London,Kathmandu,2023-10-06,2023-10-07,731.0,2,17,Autumn,Friday,False,Business
480,Air India,London,Kathmandu,2023-10-06,2023-10-08,1020.0,1,20,Autumn,Friday,False,First
481,Qatar Airways,London,Kathmandu,2023-10-06,2023-10-08,1820.0,0,28,Autumn,Friday,False,First
482,Turkish Airlines,London,Kathmandu,2023-10-06,2023-10-07,2478.0,1,21,Autumn,Friday,False,First
483,Emirates,London,Kathmandu,2023-10-06,2023-10-07,946.0,1,22,Autumn,Friday,False,Business
