,Airline,Departure,Destination,Departure_date,Arrival_date,Ticket_Price(Dollars),Stops,Travel_Time,seasons,Day_of_the_week
1179,Cathay Pacific,KTM,JFK,2023-12-19,2023-12-20,2263,3,31,Winter,Tuesday
1180,Qatar Airways,KTM,JFK,2023-12-20,2023-12-20,1638,1,39,Winter,Wednesday
1181,China Southern,KTM,JFK,2023-12-20,2023-12-22,1305,2,29,Winter,Wednesday
1182,China Southern,KTM,JFK,2023-12-20,2023-12-21,2025,3,45,Winter,Wednesday
1183,Cathay Pacific,KTM,JFK,2023-12-20,2023-12-22,2250,1,30,Winter,Wednesday
1184,Emirates,KTM,JFK,2023-12-20,2023-12-21,1080,3,27,Winter,Wednesday
1185,China Southern,KTM,JFK,2023-12-20,2023-12-21,1560,1,24,Winter,Wednesday
1186,Korean Air,KTM,JFK,2023-12-20,2023-12-22,2610,3,45,Winter,Wednesday
1187,Cathay Pacific,KTM,JFK,2023-12-20,2023-12-20,2550,2,34,Winter,Wednesday
1188,China Southern,KTM,JFK,2023-12-20,2023-12-22,3120,3,48,Winter,Wednesday
1189,Turkish Airlines,KTM,JFK,2023-12-20,2023-12-21,1541,3,23,Winter,Wednesday
1190,Turkish Airlines,KTM,JFK,2023-12-20,2023-12-21,2278,2,34,Winter,Wednesday
1191,Emirates,KTM,JFK,2023-12-20,2023-12-21,1120,2,28,Winter,Wednesday
1192,Etihad,KTM,JFK,2023-12-20,2023-12-20,1180,2,20,Winter,Wednesday
1193,Korean Air,KTM,JFK,2023-12-20,2023-12-20,2436,3,42,Winter,Wednesday
1194,Etihad,KTM,JFK,2023-12-20,2023-12-23,2655,3,45,Winter,Wednesday
1195,Cathay Pacific,KTM,JFK,2023-12-20,2023-12-20,3450,1,46,Winter,Wednesday
1196,Etihad,KTM,JFK,2023-12-20,2023-12-21,1180,1,20,Winter,Wednesday
1197,Turkish Airlines,KTM,JFK,2023-12-20,2023-12-22,1474,3,22,Winter,Wednesday
1198,Qatar Airways,KTM,JFK,2023-12-20,2023-12-21,2058,3,49,Winter,Wednesday
1199,Emirates,KTM,JFK,2023-12-20,2023-12-23,1480,1,37,Winter,Wednesday
1200,Emirates,KTM,JFK,2023-12-20,2023-12-22,1960,3,49,Winter,Wednesday
1201,Korean Air,KTM,JFK,2023-12-20,2023-12-22,2030,2,35,Winter,Wednesday
1202,China Southern,KTM,JFK,2023-12-20,2023-12-21,1300,2,20,Winter,Wednesday
1203,Cathay Pacific,KTM,JFK,2023-12-20,2023-12-23,3225,2,43,Winter,Wednesday
1204,Korean Air,KTM,JFK,2023-12-20,2023-12-22,2668,3,46,Winter,Wednesday
1205,China Southern,KTM,JFK,2023-12-20,2023-12-22,1980,2,44,Winter,Wednesday
1206,Turkish Airlines,KTM,JFK,2023-12-20,2023-12-23,3015,1,45,Winter,Wednesday
1207,Turkish Airlines,KTM,JFK,2023-12-20,2023-12-20,3350,1,50,Winter,Wednesday
1208,Qatar Airways,KTM,JFK,2023-12-20,2023-12-20,1134,1,27,Winter,Wednesday
1209,China Southern,KTM,JFK,2023-12-20,2023-12-20,3120,1,48,Winter,Wednesday
1210,Cathay Pacific,KTM,JFK,2023-12-20,2023-12-22,1875,2,25,Winter,Wednesday
1211,China Southern,KTM,JFK,2023-12-20,2023-12-20,3055,3,47,Winter,Wednesday
1212,Emirates,KTM,JFK,2023-12-20,2023-12-23,1760,3,44,Winter,Wednesday
1213,Etihad,KTM,JFK,2023-12-20,2023-12-20,2124,2,36,Winter,Wednesday
1214,Qatar Airways,KTM,JFK,2023-12-20,2023-12-23,1134,3,27,Winter,Wednesday
1215,Qatar Airways,KTM,JFK,2023-12-20,2023-12-21,1050,3,25,Winter,Wednesday
1216,Korean Air,KTM,JFK,2023-12-20,2023-12-21,2900,3,50,Winter,Wednesday
1217,China Southern,KTM,JFK,2023-12-20,2023-12-21,1260,1,28,Winter,Wednesday
1218,China Southern,KTM,JFK,2023-12-20,2023-12-22,1035,3,23,Winter,Wednesday
1219,Emirates,KTM,JFK,2023-12-20,2023-12-22,1800,1,45,Winter,Wednesday
1220,Qatar Airways,KTM,JFK,2023-12-20,2023-12-20,840,2,20,Winter,Wednesday
1221,Etihad,KTM,JFK,2023-12-20,2023-12-22,2065,1,35,Winter,Wednesday
1222,Etihad,KTM,JFK,2023-12-20,2023-12-20,2655,1,45,Winter,Wednesday
1223,Emirates,KTM,JFK,2023-12-20,2023-12-21,1880,3,47,Winter,Wednesday
1224,Etihad,KTM,JFK,2023-12-20,2023-12-20,2655,1,45,Winter,Wednesday
1225,Qatar Airways,KTM,JFK,2023-12-22,2023-12-25,1710,2,38,Winter,Friday
1226,China Southern,KTM,JFK,2023-12-22,2023-12-23,1645,3,35,Winter,Friday
1227,China Southern,KTM,JFK,2023-12-22,2023-12-25,2068,3,44,Winter,Friday
1228,Cathay Pacific,KTM,JFK,2023-12-22,2023-12-25,2849,2,37,Winter,Friday
1229,Emirates,KTM,JFK,2023-12-22,2023-12-22,924,2,22,Winter,Friday
1230,China Southern,KTM,JFK,2023-12-22,2023-12-25,1360,2,20,Winter,Friday
1231,Korean Air,KTM,JFK,2023-12-22,2023-12-22,1800,3,30,Winter,Friday
1232,Cathay Pacific,KTM,JFK,2023-12-22,2023-12-24,2541,3,33,Winter,Friday
1233,China Southern,KTM,JFK,2023-12-22,2023-12-23,2516,3,37,Winter,Friday
1234,Turkish Airlines,KTM,JFK,2023-12-22,2023-12-24,2346,1,34,Winter,Friday
1235,Turkish Airlines,KTM,JFK,2023-12-22,2023-12-25,1518,3,22,Winter,Friday
1236,Emirates,KTM,JFK,2023-12-22,2023-12-25,882,3,21,Winter,Friday
1237,Etihad,KTM,JFK,2023-12-22,2023-12-22,2501,1,41,Winter,Friday
1238,Korean Air,KTM,JFK,2023-12-22,2023-12-23,3000,3,50,Winter,Friday
1239,Etihad,KTM,JFK,2023-12-22,2023-12-24,1281,3,21,Winter,Friday
1240,Cathay Pacific,KTM,JFK,2023-12-22,2023-12-25,2926,2,38,Winter,Friday
1241,Etihad,KTM,JFK,2023-12-22,2023-12-22,2989,2,49,Winter,Friday
1242,Turkish Airlines,KTM,JFK,2023-12-22,2023-12-23,2001,3,29,Winter,Friday
1243,Qatar Airways,KTM,JFK,2023-12-22,2023-12-23,2115,1,47,Winter,Friday
1244,Emirates,KTM,JFK,2023-12-22,2023-12-24,1806,3,43,Winter,Friday
1245,Emirates,KTM,JFK,2023-12-22,2023-12-24,1386,1,33,Winter,Friday
1246,Korean Air,KTM,JFK,2023-12-22,2023-12-22,2700,3,45,Winter,Friday
1247,China Southern,KTM,JFK,2023-12-22,2023-12-24,3332,1,49,Winter,Friday
1248,Cathay Pacific,KTM,JFK,2023-12-22,2023-12-25,3696,1,48,Winter,Friday
1249,Korean Air,KTM,JFK,2023-12-22,2023-12-25,2400,3,40,Winter,Friday
1250,China Southern,KTM,JFK,2023-12-22,2023-12-24,1927,3,41,Winter,Friday
1251,Turkish Airlines,KTM,JFK,2023-12-22,2023-12-24,2553,1,37,Winter,Friday
1252,Turkish Airlines,KTM,JFK,2023-12-22,2023-12-24,1794,2,26,Winter,Friday
1253,Qatar Airways,KTM,JFK,2023-12-22,2023-12-23,2115,2,47,Winter,Friday
1254,China Southern,KTM,JFK,2023-12-22,2023-12-24,2244,3,33,Winter,Friday
1255,Cathay Pacific,KTM,JFK,2023-12-22,2023-12-22,3311,1,43,Winter,Friday
1256,China Southern,KTM,JFK,2023-12-22,2023-12-22,1768,2,26,Winter,Friday
1257,Emirates,KTM,JFK,2023-12-22,2023-12-24,1386,2,33,Winter,Friday
1258,Etihad,KTM,JFK,2023-12-22,2023-12-22,2074,1,34,Winter,Friday
1259,Qatar Airways,KTM,JFK,2023-12-22,2023-12-23,1305,1,29,Winter,Friday
1260,Qatar Airways,KTM,JFK,2023-12-22,2023-12-23,2070,1,46,Winter,Friday
1261,Korean Air,KTM,JFK,2023-12-22,2023-12-23,1200,3,20,Winter,Friday
1262,China Southern,KTM,JFK,2023-12-22,2023-12-22,2303,1,49,Winter,Friday
1263,China Southern,KTM,JFK,2023-12-22,2023-12-22,2209,2,47,Winter,Friday
1264,Emirates,KTM,JFK,2023-12-22,2023-12-25,1050,3,25,Winter,Friday
1265,Qatar Airways,KTM,JFK,2023-12-22,2023-12-22,2070,2,46,Winter,Friday
1266,Etihad,KTM,JFK,2023-12-22,2023-12-25,1464,3,24,Winter,Friday
1267,Etihad,KTM,JFK,2023-12-22,2023-12-25,2928,1,48,Winter,Friday
1268,Emirates,KTM,JFK,2023-12-22,2023-12-22,1848,1,44,Winter,Friday
1269,Etihad,KTM,JFK,2023-12-22,2023-12-25,1952,1,32,Winter,Friday
1270,Qatar Airways,KTM,JFK,2023-12-23,2023-12-25,1035,3,23,Winter,Saturday
1271,China Southern,KTM,JFK,2023-12-23,2023-12-23,1034,2,22,Winter,Saturday
1272,China Southern,KTM,JFK,2023-12-23,2023-12-25,1316,3,28,Winter,Saturday
1273,Cathay Pacific,KTM,JFK,2023-12-23,2023-12-25,2772,1,36,Winter,Saturday
1274,Emirates,KTM,JFK,2023-12-23,2023-12-25,966,2,23,Winter,Saturday
1275,China Southern,KTM,JFK,2023-12-23,2023-12-24,1700,2,25,Winter,Saturday
1276,Korean Air,KTM,JFK,2023-12-23,2023-12-24,1200,3,20,Winter,Saturday
1277,Cathay Pacific,KTM,JFK,2023-12-23,2023-12-23,2464,1,32,Winter,Saturday
1278,China Southern,KTM,JFK,2023-12-23,2023-12-23,2584,1,38,Winter,Saturday
1279,Turkish Airlines,KTM,JFK,2023-12-23,2023-12-26,1794,2,26,Winter,Saturday
1280,Turkish Airlines,KTM,JFK,2023-12-23,2023-12-24,2208,1,32,Winter,Saturday
1281,Emirates,KTM,JFK,2023-12-23,2023-12-26,924,3,22,Winter,Saturday
1282,Etihad,KTM,JFK,2023-12-23,2023-12-23,2989,2,49,Winter,Saturday
1283,Korean Air,KTM,JFK,2023-12-23,2023-12-23,1680,3,28,Winter,Saturday
1284,Etihad,KTM,JFK,2023-12-23,2023-12-25,1708,3,28,Winter,Saturday
1285,Cathay Pacific,KTM,JFK,2023-12-23,2023-12-24,2618,1,34,Winter,Saturday
1286,Etihad,KTM,JFK,2023-12-23,2023-12-25,1342,1,22,Winter,Saturday
1287,Turkish Airlines,KTM,JFK,2023-12-23,2023-12-24,2898,1,42,Winter,Saturday
1288,Qatar Airways,KTM,JFK,2023-12-23,2023-12-26,1215,2,27,Winter,Saturday
1289,Emirates,KTM,JFK,2023-12-23,2023-12-26,1344,3,32,Winter,Saturday
1290,Emirates,KTM,JFK,2023-12-23,2023-12-26,1092,1,26,Winter,Saturday
1291,Korean Air,KTM,JFK,2023-12-23,2023-12-23,3000,3,50,Winter,Saturday
1292,China Southern,KTM,JFK,2023-12-23,2023-12-24,3332,2,49,Winter,Saturday
1293,Cathay Pacific,KTM,JFK,2023-12-23,2023-12-23,1617,2,21,Winter,Saturday
1294,Korean Air,KTM,JFK,2023-12-23,2023-12-25,2640,1,44,Winter,Saturday
1295,China Southern,KTM,JFK,2023-12-23,2023-12-26,2115,2,45,Winter,Saturday
1296,Turkish Airlines,KTM,JFK,2023-12-23,2023-12-23,2070,3,30,Winter,Saturday
1297,Turkish Airlines,KTM,JFK,2023-12-23,2023-12-24,1380,1,20,Winter,Saturday
1298,Qatar Airways,KTM,JFK,2023-12-23,2023-12-26,1215,2,27,Winter,Saturday
1299,China Southern,KTM,JFK,2023-12-23,2023-12-25,2448,1,36,Winter,Saturday
1300,Cathay Pacific,KTM,JFK,2023-12-23,2023-12-26,3234,2,42,Winter,Saturday
1301,China Southern,KTM,JFK,2023-12-23,2023-12-24,1768,3,26,Winter,Saturday
1302,Emirates,KTM,JFK,2023-12-23,2023-12-25,1722,2,41,Winter,Saturday
1303,Etihad,KTM,JFK,2023-12-23,2023-12-24,1220,3,20,Winter,Saturday
1304,Qatar Airways,KTM,JFK,2023-12-23,2023-12-24,2025,3,45,Winter,Saturday
1305,Qatar Airways,KTM,JFK,2023-12-23,2023-12-25,900,2,20,Winter,Saturday
1306,Korean Air,KTM,JFK,2023-12-23,2023-12-25,2880,1,48,Winter,Saturday
1307,China Southern,KTM,JFK,2023-12-23,2023-12-24,1739,1,37,Winter,Saturday
1308,China Southern,KTM,JFK,2023-12-23,2023-12-26,1504,1,32,Winter,Saturday
1309,Emirates,KTM,JFK,2023-12-23,2023-12-26,1386,2,33,Winter,Saturday
1310,Qatar Airways,KTM,JFK,2023-12-23,2023-12-25,1665,1,37,Winter,Saturday
1311,Etihad,KTM,JFK,2023-12-23,2023-12-24,2501,2,41,Winter,Saturday
1312,Etihad,KTM,JFK,2023-12-23,2023-12-24,2257,1,37,Winter,Saturday
1313,Emirates,KTM,JFK,2023-12-23,2023-12-23,1848,2,44,Winter,Saturday
1314,Etihad,KTM,JFK,2023-12-23,2023-12-24,1830,3,30,Winter,Saturday
1315,Qatar Airways,KTM,JFK,2023-12-25,2023-12-26,1620,1,36,Winter,Monday
1316,China Southern,KTM,JFK,2023-12-25,2023-12-26,2115,3,45,Winter,Monday
1317,China Southern,KTM,JFK,2023-12-25,2023-12-25,1175,3,25,Winter,Monday
1318,Cathay Pacific,KTM,JFK,2023-12-25,2023-12-27,3696,2,48,Winter,Monday
1319,Emirates,KTM,JFK,2023-12-25,2023-12-27,1932,2,46,Winter,Monday
1320,China Southern,KTM,JFK,2023-12-25,2023-12-26,3400,3,50,Winter,Monday
1321,Korean Air,KTM,JFK,2023-12-25,2023-12-28,1380,1,23,Winter,Monday
1322,Cathay Pacific,KTM,JFK,2023-12-25,2023-12-27,3388,1,44,Winter,Monday
1323,China Southern,KTM,JFK,2023-12-25,2023-12-27,1564,3,23,Winter,Monday
1324,Turkish Airlines,KTM,JFK,2023-12-25,2023-12-28,1518,3,22,Winter,Monday
1325,Turkish Airlines,KTM,JFK,2023-12-25,2023-12-27,1725,1,25,Winter,Monday
1326,Emirates,KTM,JFK,2023-12-25,2023-12-26,1218,3,29,Winter,Monday
1327,Etihad,KTM,JFK,2023-12-25,2023-12-25,2623,3,43,Winter,Monday
1328,Korean Air,KTM,JFK,2023-12-25,2023-12-25,1380,1,23,Winter,Monday
1329,Etihad,KTM,JFK,2023-12-25,2023-12-25,2684,1,44,Winter,Monday
1330,Cathay Pacific,KTM,JFK,2023-12-25,2023-12-27,3080,1,40,Winter,Monday
1331,Etihad,KTM,JFK,2023-12-25,2023-12-26,1342,3,22,Winter,Monday
1332,Turkish Airlines,KTM,JFK,2023-12-25,2023-12-26,1863,2,27,Winter,Monday
1333,Qatar Airways,KTM,JFK,2023-12-25,2023-12-26,900,2,20,Winter,Monday
1334,Emirates,KTM,JFK,2023-12-25,2023-12-25,1260,2,30,Winter,Monday
1335,Emirates,KTM,JFK,2023-12-25,2023-12-25,966,1,23,Winter,Monday
1336,Korean Air,KTM,JFK,2023-12-25,2023-12-26,2040,3,34,Winter,Monday
1337,China Southern,KTM,JFK,2023-12-25,2023-12-28,3400,3,50,Winter,Monday
1338,Cathay Pacific,KTM,JFK,2023-12-25,2023-12-25,2310,2,30,Winter,Monday
1339,Korean Air,KTM,JFK,2023-12-25,2023-12-26,2400,2,40,Winter,Monday
1340,China Southern,KTM,JFK,2023-12-25,2023-12-26,1645,1,35,Winter,Monday
1341,Turkish Airlines,KTM,JFK,2023-12-25,2023-12-25,2277,1,33,Winter,Monday
1342,Turkish Airlines,KTM,JFK,2023-12-25,2023-12-26,2553,1,37,Winter,Monday
1343,Qatar Airways,KTM,JFK,2023-12-25,2023-12-26,1620,2,36,Winter,Monday
1344,China Southern,KTM,JFK,2023-12-25,2023-12-27,3332,1,49,Winter,Monday
1345,Cathay Pacific,KTM,JFK,2023-12-25,2023-12-25,1848,2,24,Winter,Monday
1346,China Southern,KTM,JFK,2023-12-25,2023-12-28,1564,1,23,Winter,Monday
1347,Emirates,KTM,JFK,2023-12-25,2023-12-26,2058,1,49,Winter,Monday
1348,Etihad,KTM,JFK,2023-12-25,2023-12-28,1525,2,25,Winter,Monday
1349,Qatar Airways,KTM,JFK,2023-12-25,2023-12-27,1575,3,35,Winter,Monday
1350,Qatar Airways,KTM,JFK,2023-12-25,2023-12-28,1485,3,33,Winter,Monday
1351,Korean Air,KTM,JFK,2023-12-25,2023-12-28,2400,2,40,Winter,Monday
1352,China Southern,KTM,JFK,2023-12-25,2023-12-26,1269,3,27,Winter,Monday
1353,China Southern,KTM,JFK,2023-12-25,2023-12-25,2303,3,49,Winter,Monday
1354,Emirates,KTM,JFK,2023-12-25,2023-12-27,1260,3,30,Winter,Monday
1355,Qatar Airways,KTM,JFK,2023-12-25,2023-12-27,1665,1,37,Winter,Monday
1356,Etihad,KTM,JFK,2023-12-25,2023-12-27,2013,1,33,Winter,Monday
1357,Etihad,KTM,JFK,2023-12-25,2023-12-28,1952,1,32,Winter,Monday
1358,Emirates,KTM,JFK,2023-12-25,2023-12-27,882,1,21,Winter,Monday
1359,Etihad,KTM,JFK,2023-12-25,2023-12-27,1891,2,31,Winter,Monday
1360,China Southern,KTM,JFK,2023-12-28,2023-12-30,1540,2,20,Winter,Thursday
1361,China Southern,KTM,JFK,2023-12-28,2023-12-30,3080,1,40,Winter,Thursday
1362,China Southern,KTM,JFK,2023-12-28,2023-12-29,3773,1,49,Winter,Thursday
1363,Qatar Airways,KTM,JFK,2023-12-28,2023-12-30,1710,1,38,Winter,Thursday
1364,Turkish Airlines,KTM,JFK,2023-12-28,2023-12-28,2074,2,34,Winter,Thursday
1365,Air India,KTM,JFK,2023-12-28,2023-12-29,2204,1,38,Winter,Thursday
1366,Etihad,KTM,JFK,2023-12-28,2023-12-29,2303,2,49,Winter,Thursday
1367,Emirates,KTM,JFK,2023-12-28,2023-12-30,1218,1,29,Winter,Thursday
1368,Air India,KTM,JFK,2023-12-28,2023-12-31,2552,1,44,Winter,Thursday
1369,China Southern,KTM,JFK,2023-12-28,2023-12-28,1904,3,28,Winter,Thursday
1370,Cathay Pacific,KTM,JFK,2023-12-28,2023-12-29,1922,3,31,Winter,Thursday
1371,Air India,KTM,JFK,2023-12-28,2023-12-29,2552,2,44,Winter,Thursday
1372,Korean Air,KTM,JFK,2023-12-28,2023-12-28,2280,1,38,Winter,Thursday
1373,Emirates,KTM,JFK,2023-12-28,2023-12-28,1764,2,42,Winter,Thursday
1374,Turkish Airlines,KTM,JFK,2023-12-28,2023-12-30,2501,2,41,Winter,Thursday
1375,China Southern,KTM,JFK,2023-12-28,2023-12-28,2312,3,34,Winter,Thursday
1376,Qatar Airways,KTM,JFK,2023-12-28,2023-12-30,1485,3,33,Winter,Thursday
1377,Turkish Airlines,KTM,JFK,2023-12-28,2023-12-29,2806,3,46,Winter,Thursday
1378,China Southern,KTM,JFK,2023-12-28,2023-12-28,2380,1,35,Winter,Thursday
1379,China Southern,KTM,JFK,2023-12-28,2023-12-28,2849,3,37,Winter,Thursday
1380,Korean Air,KTM,JFK,2023-12-28,2023-12-29,1620,1,27,Winter,Thursday
1381,Turkish Airlines,KTM,JFK,2023-12-28,2023-12-28,1525,1,25,Winter,Thursday
1382,Qatar Airways,KTM,JFK,2023-12-28,2023-12-28,2250,2,50,Winter,Thursday
1383,Emirates,KTM,JFK,2023-12-28,2023-12-30,2100,1,50,Winter,Thursday
1384,Emirates,KTM,JFK,2023-12-28,2023-12-31,1890,1,45,Winter,Thursday
1385,Korean Air,KTM,JFK,2023-12-28,2023-12-30,1200,2,20,Winter,Thursday
1386,China Southern,KTM,JFK,2023-12-28,2023-12-28,1496,3,22,Winter,Thursday
1387,Air India,KTM,JFK,2023-12-28,2023-12-28,2436,2,42,Winter,Thursday
1388,Korean Air,KTM,JFK,2023-12-28,2023-12-31,2760,3,46,Winter,Thursday
1389,Cathay Pacific,KTM,JFK,2023-12-28,2023-12-30,2976,2,48,Winter,Thursday
1390,Cathay Pacific,KTM,JFK,2023-12-28,2023-12-29,2232,2,36,Winter,Thursday
1391,Turkish Airlines,KTM,JFK,2023-12-28,2023-12-28,1830,1,30,Winter,Thursday
1392,Turkish Airlines,KTM,JFK,2023-12-28,2023-12-28,2562,3,42,Winter,Thursday
1393,Turkish Airlines,KTM,JFK,2023-12-28,2023-12-29,1769,1,29,Winter,Thursday
1394,China Southern,KTM,JFK,2023-12-28,2023-12-30,3196,1,47,Winter,Thursday
1395,Cathay Pacific,KTM,JFK,2023-12-28,2023-12-29,2790,3,45,Winter,Thursday
1396,Emirates,KTM,JFK,2023-12-28,2023-12-29,966,2,23,Winter,Thursday
1397,Etihad,KTM,JFK,2023-12-28,2023-12-31,2303,3,49,Winter,Thursday
1398,Qatar Airways,KTM,JFK,2023-12-28,2023-12-31,1260,2,28,Winter,Thursday
1399,Qatar Airways,KTM,JFK,2023-12-28,2023-12-28,2160,3,48,Winter,Thursday
1400,Korean Air,KTM,JFK,2023-12-28,2023-12-28,1560,3,26,Winter,Thursday
1401,Cathay Pacific,KTM,JFK,2023-12-28,2023-12-29,1488,1,24,Winter,Thursday
1402,China Southern,KTM,JFK,2023-12-28,2023-12-29,1848,3,24,Winter,Thursday
1403,Emirates,KTM,JFK,2023-12-28,2023-12-28,1596,3,38,Winter,Thursday
1404,Qatar Airways,KTM,JFK,2023-12-28,2023-12-31,1305,3,29,Winter,Thursday
1405,Etihad,KTM,JFK,2023-12-28,2023-12-29,1034,2,22,Winter,Thursday
1406,Etihad,KTM,JFK,2023-12-28,2023-12-28,1410,2,30,Winter,Thursday
1407,Cathay Pacific,KTM,JFK,2023-12-28,2023-12-31,1488,3,24,Winter,Thursday
1408,Emirates,KTM,JFK,2023-12-28,2023-12-29,1638,3,39,Winter,Thursday
1409,Etihad,KTM,JFK,2023-12-28,2023-12-29,940,2,20,Winter,Thursday
1410,Air India,KTM,JFK,2023-12-28,2023-12-31,2262,3,39,Winter,Thursday
1411,China Southern,KTM,JFK,2023-12-29,2023-12-29,1554,1,21,Winter,Friday
1412,Qatar Airways,KTM,JFK,2023-12-29,2023-12-30,1428,2,34,Winter,Friday
1413,Air India,KTM,JFK,2023-12-29,2024-01-01,1188,1,22,Winter,Friday
1414,Cathay Pacific,KTM,JFK,2023-12-29,2023-12-30,1566,1,27,Winter,Friday
1415,Emirates,KTM,JFK,2023-12-29,2023-12-29,1599,2,41,Winter,Friday
1416,China Southern,KTM,JFK,2023-12-29,2023-12-29,1560,1,24,Winter,Friday
1417,China Southern,KTM,JFK,2023-12-29,2024-01-01,1950,3,30,Winter,Friday
1418,Turkish Airlines,KTM,JFK,2023-12-29,2024-01-01,2223,3,39,Winter,Friday
1419,Korean Air,KTM,JFK,2023-12-29,2024-01-01,1596,1,28,Winter,Friday
1420,Korean Air,KTM,JFK,2023-12-29,2023-12-30,2736,3,48,Winter,Friday
1421,Emirates,KTM,JFK,2023-12-29,2023-12-29,1287,2,33,Winter,Friday
1422,China Southern,KTM,JFK,2023-12-29,2023-12-29,3330,3,45,Winter,Friday
1423,China Southern,KTM,JFK,2023-12-29,2023-12-29,2275,3,35,Winter,Friday
1424,China Southern,KTM,JFK,2023-12-29,2023-12-31,3256,1,44,Winter,Friday
1425,Turkish Airlines,KTM,JFK,2023-12-29,2023-12-29,1710,2,30,Winter,Friday
1426,Air India,KTM,JFK,2023-12-29,2023-12-29,2646,3,49,Winter,Friday
1427,China Southern,KTM,JFK,2023-12-29,2023-12-31,2600,3,40,Winter,Friday
1428,China Southern,KTM,JFK,2023-12-29,2023-12-31,3108,3,42,Winter,Friday
1429,Turkish Airlines,KTM,JFK,2023-12-29,2023-12-29,1653,1,29,Winter,Friday
1430,Qatar Airways,KTM,JFK,2023-12-29,2023-12-31,1638,1,39,Winter,Friday
1431,Emirates,KTM,JFK,2023-12-29,2023-12-29,780,3,20,Winter,Friday
1432,Emirates,KTM,JFK,2023-12-29,2023-12-30,1482,3,38,Winter,Friday
1433,Korean Air,KTM,JFK,2023-12-29,2023-12-29,2736,2,48,Winter,Friday
1434,China Southern,KTM,JFK,2023-12-29,2023-12-30,2145,1,33,Winter,Friday
1435,Air India,KTM,JFK,2023-12-29,2023-12-30,2052,3,38,Winter,Friday
1436,Korean Air,KTM,JFK,2023-12-29,2024-01-01,1482,3,26,Winter,Friday
1437,Cathay Pacific,KTM,JFK,2023-12-29,2023-12-30,1624,1,28,Winter,Friday
1438,Air India,KTM,JFK,2023-12-29,2023-12-29,1458,2,27,Winter,Friday
1439,Turkish Airlines,KTM,JFK,2023-12-29,2024-01-01,1653,2,29,Winter,Friday
1440,Turkish Airlines,KTM,JFK,2023-12-29,2024-01-01,2850,3,50,Winter,Friday
1441,Turkish Airlines,KTM,JFK,2023-12-29,2023-12-30,2052,2,36,Winter,Friday
1442,Qatar Airways,KTM,JFK,2023-12-29,2023-12-29,1806,1,43,Winter,Friday
1443,China Southern,KTM,JFK,2023-12-29,2023-12-29,1430,3,22,Winter,Friday
1444,Cathay Pacific,KTM,JFK,2023-12-29,2023-12-30,1218,1,21,Winter,Friday
1445,Emirates,KTM,JFK,2023-12-29,2024-01-01,1950,1,50,Winter,Friday
1446,Etihad,KTM,JFK,2023-12-29,2023-12-30,1035,1,23,Winter,Friday
1447,Qatar Airways,KTM,JFK,2023-12-29,2023-12-31,1806,3,43,Winter,Friday
1448,Qatar Airways,KTM,JFK,2023-12-29,2023-12-29,1260,3,30,Winter,Friday
1449,Korean Air,KTM,JFK,2023-12-29,2023-12-31,1254,1,22,Winter,Friday
1450,Cathay Pacific,KTM,JFK,2023-12-29,2023-12-29,2436,3,42,Winter,Friday
1451,China Southern,KTM,JFK,2023-12-29,2023-12-29,1554,2,21,Winter,Friday
1452,Emirates,KTM,JFK,2023-12-29,2023-12-30,1326,2,34,Winter,Friday
1453,Qatar Airways,KTM,JFK,2023-12-29,2023-12-31,1764,3,42,Winter,Friday
1454,Etihad,KTM,JFK,2023-12-29,2024-01-01,1395,2,31,Winter,Friday
1455,Etihad,KTM,JFK,2023-12-29,2023-12-31,1575,1,35,Winter,Friday
1456,Air India,KTM,JFK,2023-12-29,2024-01-01,2106,2,39,Winter,Friday
1457,Emirates,KTM,JFK,2023-12-29,2024-01-01,1287,1,33,Winter,Friday
1458,Etihad,KTM,JFK,2023-12-29,2024-01-01,1665,2,37,Winter,Friday
1459,China Southern,KTM,JFK,2023-12-30,2024-01-02,2368,3,32,Winter,Saturday
1460,Qatar Airways,KTM,JFK,2023-12-30,2024-01-02,1890,3,45,Winter,Saturday
1461,Air India,KTM,JFK,2023-12-30,2024-01-02,1404,3,26,Winter,Saturday
1462,Cathay Pacific,KTM,JFK,2023-12-30,2024-01-02,1566,2,27,Winter,Saturday
1463,Emirates,KTM,JFK,2023-12-30,2024-01-02,1521,3,39,Winter,Saturday
1464,China Southern,KTM,JFK,2023-12-30,2024-01-02,1690,2,26,Winter,Saturday
1465,China Southern,KTM,JFK,2023-12-30,2023-12-30,2080,2,32,Winter,Saturday
1466,Turkish Airlines,KTM,JFK,2023-12-30,2023-12-30,1995,1,35,Winter,Saturday
1467,Korean Air,KTM,JFK,2023-12-30,2023-12-30,1368,2,24,Winter,Saturday
1468,Korean Air,KTM,JFK,2023-12-30,2024-01-02,1482,1,26,Winter,Saturday
1469,Emirates,KTM,JFK,2023-12-30,2024-01-01,780,2,20,Winter,Saturday
1470,China Southern,KTM,JFK,2023-12-30,2024-01-01,2812,2,38,Winter,Saturday
1471,China Southern,KTM,JFK,2023-12-30,2024-01-02,1950,2,30,Winter,Saturday
1472,China Southern,KTM,JFK,2023-12-30,2024-01-02,2664,2,36,Winter,Saturday
1473,Turkish Airlines,KTM,JFK,2023-12-30,2023-12-31,2508,2,44,Winter,Saturday
1474,Air India,KTM,JFK,2023-12-30,2023-12-31,1782,3,33,Winter,Saturday
